"Diet","BATCH","Essi_number","Bloomington_number","DGRP_number","n_pup","n_eclo","n_total"
"lard",14,100,28194,"DGRP-392",29,28,30
"lard",7,101,55022,"DGRP-395",28,27,30
"lard",9,102,55023,"DGRP-397",27,27,30
"lard",7,103,25192,"DGRP-399",29,28,30
"lard",14,104,29656,"DGRP-405",29,28,30
"lard",15,105,29657,"DGRP-406",30,29,30
"lard",16,106,28278,"DGRP-409",25,20,30
"lard",6,107,28196,"DGRP-426",11,11,30
"lard",6,108,25193,"DGRP-427",30,29,30
"lard",6,109,25194,"DGRP-437",28,28,30
"lard",16,110,29658,"DGRP-439",29,28,30
"lard",16,111,28197,"DGRP-440",29,26,30
"lard",6,112,28198,"DGRP-441",21,21,30
"lard",15,113,28199,"DGRP-443",27,26,30
"lard",16,114,28200,"DGRP-461",29,28,30
"lard",21,115,25195,"DGRP-486",27,24,30
"lard",6,116,28202,"DGRP-491",28,25,30
"lard",9,117,28203,"DGRP-492",28,28,30
"lard",15,118,28204,"DGRP-502",27,25,30
"lard",20,119,55024,"DGRP-505",26,21,30
"lard",16,120,28205,"DGRP-508",29,29,30
"lard",6,121,28206,"DGRP-509",27,24,30
"lard",6,122,29659,"DGRP-513",27,26,30
"lard",6,123,25197,"DGRP-517",30,30,30
"lard",12,124,55025,"DGRP-528",23,19,30
"lard",6,125,29660,"DGRP-530",28,24,30
"lard",21,126,28207,"DGRP-531",30,29,30
"lard",6,127,28208,"DGRP-535",30,30,30
"lard",7,128,55026,"DGRP-551",29,26,30
"lard",7,129,25198,"DGRP-555",24,24,30
"lard",12,130,55027,"DGRP-559",27,26,30
"lard",7,131,28211,"DGRP-563",26,25,30
"lard",20,132,55028,"DGRP-566",21,18,30
"lard",15,133,28212,"DGRP-584",30,30,30
"lard",15,134,28213,"DGRP-589",30,30,30
"lard",16,135,28215,"DGRP-595",30,30,30
"lard",17,136,55029,"DGRP-596",26,22,30
"lard",7,137,55030,"DGRP-627",29,28,30
"lard",15,138,55031,"DGRP-630",26,25,30
"lard",15,139,55032,"DGRP-634",25,23,30
"lard",21,140,25199,"DGRP-639",13,6,30
"lard",22,141,28217,"DGRP-646",9,9,30
"lard",17,142,28218,"DGRP-703",29,29,30
"lard",17,143,25744,"DGRP-705",29,28,30
"lard",17,144,25200,"DGRP-707",26,25,30
"lard",19,145,25201,"DGRP-712",25,23,30
"lard",12,146,25745,"DGRP-714",28,26,30
"lard",11,147,28219,"DGRP-716",29,29,30
"lard",18,148,28220,"DGRP-721",29,26,30
"lard",21,149,28221,"DGRP-727",29,26,30
"lard",9,151,25203,"DGRP-732",30,29,30
"lard",17,152,28222,"DGRP-737",30,28,30
"lard",22,153,28223,"DGRP-738",19,17,30
"lard",17,154,28224,"DGRP-748",30,30,30
"lard",19,155,28226,"DGRP-757",29,26,30
"lard",20,156,28227,"DGRP-761",25,23,30
"lard",17,157,25204,"DGRP-765",28,27,30
"lard",11,158,25205,"DGRP-774",26,25,30
"lard",11,159,28229,"DGRP-776",29,27,30
"lard",12,160,28230,"DGRP-783",28,28,30
"lard",12,161,25206,"DGRP-786",28,23,30
"lard",11,162,28231,"DGRP-787",29,29,30
"lard",19,163,28232,"DGRP-790",17,14,30
"lard",17,164,28233,"DGRP-796",30,30,30
"lard",13,165,25207,"DGRP-799",29,28,30
"lard",11,166,28234,"DGRP-801",29,27,30
"lard",12,167,28235,"DGRP-802",26,25,30
"lard",15,168,28236,"DGRP-804",24,21,30
"lard",22,169,28237,"DGRP-805",NA,NA,30
"lard",17,170,28238,"DGRP-808",28,27,30
"lard",17,171,28239,"DGRP-810",28,25,30
"lard",15,172,28240,"DGRP-812",26,17,30
"lard",17,173,28241,"DGRP-818",30,30,30
"lard",13,174,28242,"DGRP-819",29,27,30
"lard",11,175,25208,"DGRP-820",29,24,30
"lard",8,176,28243,"DGRP-821",28,23,30
"lard",19,177,28244,"DGRP-822",10,10,30
"lard",21,178,28245,"DGRP-832",12,7,30
"lard",8,180,28247,"DGRP-843",24,22,30
"lard",18,181,28248,"DGRP-849",25,25,30
"lard",19,182,28249,"DGRP-850",28,23,30
"lard",8,183,25209,"DGRP-852",25,24,30
"lard",18,184,28250,"DGRP-853",28,28,30
"lard",18,185,28251,"DGRP-855",26,25,30
"lard",19,186,28252,"DGRP-857",18,7,30
"lard",8,187,25210,"DGRP-859",30,28,30
"lard",18,188,28253,"DGRP-861",29,27,30
"lard",19,189,28254,"DGRP-879",22,17,30
"lard",18,190,28255,"DGRP-882",28,25,30
"lard",19,192,28279,"DGRP-887",8,7,30
"lard",8,193,28257,"DGRP-890",26,25,30
"lard",8,194,28258,"DGRP-892",27,26,30
"lard",8,196,28260,"DGRP-897",26,26,30
"lard",8,197,28261,"DGRP-900",30,25,30
"lard",8,198,28262,"DGRP-907",30,30,30
"lard",8,199,28263,"DGRP-908",30,29,30
"lard",18,200,28264,"DGRP-911",28,23,30
"lard",18,201,28265,"DGRP-913",22,22,30
"WD",2,1,28122,"DGRP-21",29,29,30
"WD",2,2,28123,"DGRP-26",22,21,30
"WD",21,3,28124,"DGRP-28",19,19,30
"WD",2,4,55014,"DGRP-31",29,29,30
"WD",2,5,55015,"DGRP-32",28,27,30
"WD",2,6,28125,"DGRP-38",13,13,30
"WD",2,7,29651,"DGRP-40",27,26,30
"WD",2,8,28126,"DGRP-41",29,29,30
"WD",21,9,28127,"DGRP-42",13,11,30
"WD",9,10,28128,"DGRP-45",23,23,30
"WD",1,11,55016,"DGRP-48",18,15,30
"WD",1,12,29652,"DGRP-57",28,27,30
"WD",2,13,28129,"DGRP-59",29,29,30
"WD",19,14,28130,"DGRP-69",16,12,30
"WD",9,15,28131,"DGRP-73",29,26,30
"WD",20,16,28132,"DGRP-75",30,21,30
"WD",1,17,28134,"DGRP-83",27,22,30
"WD",9,18,28274,"DGRP-85",17,13,30
"WD",14,19,28135,"DGRP-88",14,14,30
"WD",1,20,28136,"DGRP-91",27,27,30
"WD",5,21,28137,"DGRP-93",20,19,30
"WD",1,22,55017,"DGRP-100",24,22,30
"WD",1,23,28138,"DGRP-101",21,20,30
"WD",9,24,28139,"DGRP-105",24,23,30
"WD",2,25,28140,"DGRP-109",14,14,30
"WD",1,26,28141,"DGRP-129",26,25,30
"WD",1,27,28142,"DGRP-136",17,17,30
"WD",10,28,28143,"DGRP-138",29,29,30
"WD",1,29,28144,"DGRP-142",23,20,30
"WD",3,30,28145,"DGRP-149",28,26,30
"WD",3,31,28146,"DGRP-153",26,21,30
"WD",20,32,28147,"DGRP-158",30,30,30
"WD",9,33,28148,"DGRP-161",30,28,30
"WD",3,34,28149,"DGRP-176",30,17,30
"WD",14,35,28150,"DGRP-177",27,24,30
"WD",3,36,28151,"DGRP-181",27,26,30
"WD",3,37,28152,"DGRP-189",30,26,30
"WD",3,38,28153,"DGRP-195",30,28,30
"WD",3,39,25174,"DGRP-208",28,27,30
"WD",3,40,28154,"DGRP-217",29,26,30
"WD",10,41,28155,"DGRP-223",28,25,30
"WD",20,42,28156,"DGRP-227",17,10,30
"WD",20,43,28157,"DGRP-228",22,20,30
"WD",5,44,29653,"DGRP-229",29,29,30
"WD",10,45,28275,"DGRP-235",28,28,30
"WD",5,46,28160,"DGRP-237",24,24,30
"WD",2,47,28161,"DGRP-239",27,27,30
"WD",14,48,28162,"DGRP-256",30,27,30
"WD",11,49,28164,"DGRP-280",30,30,30
"WD",20,50,28165,"DGRP-287",21,17,30
"WD",10,51,25175,"DGRP-301",24,21,30
"WD",10,52,25176,"DGRP-303",29,25,30
"WD",16,53,25177,"DGRP-304",25,25,30
"WD",5,54,37525,"DGRP-306",28,28,30
"WD",5,55,25179,"DGRP-307",26,25,30
"WD",5,56,28166,"DGRP-309",19,18,30
"WD",21,57,28276,"DGRP-310",27,19,30
"WD",5,58,25180,"DGRP-313",15,6,30
"WD",4,60,28167,"DGRP-317",22,22,30
"WD",4,61,28168,"DGRP-318",30,22,30
"WD",4,62,55018,"DGRP-319",19,18,30
"WD",4,63,29654,"DGRP-320",25,25,30
"WD",4,64,29655,"DGRP-321",21,21,30
"WD",4,65,25182,"DGRP-324",28,28,30
"WD",11,66,28171,"DGRP-332",30,29,30
"WD",22,67,25183,"DGRP-335",28,27,30
"WD",4,68,28172,"DGRP-336",14,7,30
"WD",4,69,28173,"DGRP-338",30,20,30
"WD",4,70,28174,"DGRP-340",30,30,30
"WD",10,71,55019,"DGRP-348",12,10,30
"WD",10,72,28176,"DGRP-350",28,25,30
"WD",10,73,28177,"DGRP-352",30,30,30
"WD",10,74,55020,"DGRP-354",23,22,30
"WD",13,75,55038,"DGRP-355",30,28,30
"WD",20,76,28178,"DGRP-356",23,18,30
"WD",14,77,25184,"DGRP-357",25,23,30
"WD",12,78,25185,"DGRP-358",24,21,30
"WD",13,79,28179,"DGRP-359",27,23,30
"WD",12,80,25186,"DGRP-360",27,27,30
"WD",13,81,28180,"DGRP-361",27,25,30
"WD",9,82,25187,"DGRP-362",25,24,30
"WD",7,83,25445,"DGRP-365",23,21,30
"WD",19,84,28181,"DGRP-367",25,23,30
"WD",11,85,28182,"DGRP-370",22,21,30
"WD",16,86,28183,"DGRP-371",23,23,30
"WD",13,87,28184,"DGRP-373",22,19,30
"WD",12,88,28185,"DGRP-374",25,25,30
"WD",7,89,25188,"DGRP-375",26,26,30
"WD",11,90,28186,"DGRP-377",20,18,30
"WD",9,91,25189,"DGRP-379",25,22,30
"WD",14,92,25190,"DGRP-380",30,30,30
"WD",14,93,28188,"DGRP-381",19,18,30
"WD",7,94,28189,"DGRP-382",30,30,30
"WD",20,95,28190,"DGRP-383",21,18,30
"WD",14,96,28191,"DGRP-385",30,30,30
"WD",14,97,28192,"DGRP-386",23,23,30
"WD",7,98,55021,"DGRP-390",22,22,30
"WD",15,99,25191,"DGRP-391",12,11,30
"WD",14,100,28194,"DGRP-392",29,29,30
"WD",7,101,55022,"DGRP-395",29,29,30
"WD",9,102,55023,"DGRP-397",24,24,30
"WD",7,103,25192,"DGRP-399",29,27,30
"WD",14,104,29656,"DGRP-405",25,25,30
"WD",15,105,29657,"DGRP-406",30,28,30
"WD",16,106,28278,"DGRP-409",23,22,30
"WD",6,107,28196,"DGRP-426",14,14,30
"WD",6,108,25193,"DGRP-427",30,30,30
"WD",6,109,25194,"DGRP-437",30,30,30
"WD",16,110,29658,"DGRP-439",25,22,30
"WD",16,111,28197,"DGRP-440",28,25,30
"WD",6,112,28198,"DGRP-441",14,12,30
"WD",15,113,28199,"DGRP-443",27,27,30
"WD",16,114,28200,"DGRP-461",27,27,30
"WD",21,115,25195,"DGRP-486",29,29,30
"WD",6,116,28202,"DGRP-491",25,25,30
"WD",9,117,28203,"DGRP-492",29,29,30
"WD",15,118,28204,"DGRP-502",25,25,30
"WD",20,119,55024,"DGRP-505",28,24,30
"WD",16,120,28205,"DGRP-508",28,28,30
"WD",6,121,28206,"DGRP-509",29,28,30
"WD",6,122,29659,"DGRP-513",24,22,30
"WD",6,123,25197,"DGRP-517",30,30,30
"WD",12,124,55025,"DGRP-528",24,19,30
"WD",6,125,29660,"DGRP-530",30,30,30
"WD",21,126,28207,"DGRP-531",27,26,30
"WD",6,127,28208,"DGRP-535",30,30,30
"WD",7,128,55026,"DGRP-551",27,25,30
"WD",7,129,25198,"DGRP-555",18,15,30
"WD",12,130,55027,"DGRP-559",23,19,30
"WD",7,131,28211,"DGRP-563",28,25,30
"WD",20,132,55028,"DGRP-566",18,16,30
"WD",15,133,28212,"DGRP-584",30,30,30
"WD",15,134,28213,"DGRP-589",20,20,30
"WD",16,135,28215,"DGRP-595",28,27,30
"WD",17,136,55029,"DGRP-596",22,19,30
"WD",7,137,55030,"DGRP-627",30,30,30
"WD",15,138,55031,"DGRP-630",28,27,30
"WD",15,139,55032,"DGRP-634",27,24,30
"WD",21,140,25199,"DGRP-639",7,4,30
"WD",22,141,28217,"DGRP-646",13,12,30
"WD",17,142,28218,"DGRP-703",30,29,30
"WD",17,143,25744,"DGRP-705",29,28,30
"WD",17,144,25200,"DGRP-707",24,23,30
"WD",19,145,25201,"DGRP-712",27,26,30
"WD",12,146,25745,"DGRP-714",26,22,30
"WD",11,147,28219,"DGRP-716",28,27,30
"WD",18,148,28220,"DGRP-721",25,24,30
"WD",21,149,28221,"DGRP-727",22,22,30
"WD",9,151,25203,"DGRP-732",26,26,30
"WD",17,152,28222,"DGRP-737",27,27,30
"WD",22,153,28223,"DGRP-738",7,7,30
"WD",17,154,28224,"DGRP-748",28,25,30
"WD",19,155,28226,"DGRP-757",27,25,30
"WD",20,156,28227,"DGRP-761",28,25,30
"WD",17,157,25204,"DGRP-765",29,28,30
"WD",11,158,25205,"DGRP-774",30,28,30
"WD",11,159,28229,"DGRP-776",30,26,30
"WD",12,160,28230,"DGRP-783",30,30,30
"WD",12,161,25206,"DGRP-786",29,27,30
"WD",11,162,28231,"DGRP-787",30,28,30
"WD",19,163,28232,"DGRP-790",23,15,30
"WD",17,164,28233,"DGRP-796",29,29,30
"WD",13,165,25207,"DGRP-799",29,29,30
"WD",11,166,28234,"DGRP-801",29,26,30
"WD",12,167,28235,"DGRP-802",26,25,30
"WD",15,168,28236,"DGRP-804",21,21,30
"WD",22,169,28237,"DGRP-805",NA,NA,30
"WD",17,170,28238,"DGRP-808",27,27,30
"WD",17,171,28239,"DGRP-810",30,28,30
"WD",15,172,28240,"DGRP-812",29,21,30
"WD",17,173,28241,"DGRP-818",29,28,30
"WD",13,174,28242,"DGRP-819",29,27,30
"WD",11,175,25208,"DGRP-820",28,28,30
"WD",8,176,28243,"DGRP-821",24,19,30
"WD",19,177,28244,"DGRP-822",12,12,30
"WD",21,178,28245,"DGRP-832",10,9,30
"WD",8,180,28247,"DGRP-843",23,21,30
"WD",18,181,28248,"DGRP-849",18,17,30
"WD",19,182,28249,"DGRP-850",17,13,30
"WD",8,183,25209,"DGRP-852",24,22,30
"WD",18,184,28250,"DGRP-853",30,28,30
"WD",18,185,28251,"DGRP-855",26,26,30
"WD",19,186,28252,"DGRP-857",16,10,30
"WD",8,187,25210,"DGRP-859",30,30,30
"WD",18,188,28253,"DGRP-861",29,29,30
"WD",19,189,28254,"DGRP-879",29,24,30
"WD",18,190,28255,"DGRP-882",18,9,30
"WD",19,192,28279,"DGRP-887",6,6,30
"WD",8,193,28257,"DGRP-890",29,29,30
"WD",8,194,28258,"DGRP-892",26,25,30
"WD",8,196,28260,"DGRP-897",24,22,30
"WD",8,197,28261,"DGRP-900",28,28,30
"WD",8,198,28262,"DGRP-907",28,27,30
"WD",8,199,28263,"DGRP-908",27,27,30
"WD",18,200,28264,"DGRP-911",29,27,30
"WD",18,201,28265,"DGRP-913",23,22,30
"starch",2,1,28122,"DGRP-21",28,26,30
"starch",2,2,28123,"DGRP-26",26,26,30
"starch",21,3,28124,"DGRP-28",29,27,30
"starch",2,4,55014,"DGRP-31",26,26,30
"starch",2,5,55015,"DGRP-32",27,22,30
"starch",2,6,28125,"DGRP-38",13,10,30
"starch",2,7,29651,"DGRP-40",28,27,30
"starch",2,8,28126,"DGRP-41",27,24,30
"starch",21,9,28127,"DGRP-42",25,25,30
"starch",9,10,28128,"DGRP-45",30,30,30
"starch",1,11,55016,"DGRP-48",15,9,30
"starch",1,12,29652,"DGRP-57",29,24,30
"starch",2,13,28129,"DGRP-59",29,29,30
"starch",19,14,28130,"DGRP-69",26,19,30
"starch",9,15,28131,"DGRP-73",29,29,30
"starch",20,16,28132,"DGRP-75",30,29,30
"starch",1,17,28134,"DGRP-83",29,28,30
"starch",9,18,28274,"DGRP-85",18,17,30
"starch",14,19,28135,"DGRP-88",24,18,30
"starch",1,20,28136,"DGRP-91",28,23,30
"starch",5,21,28137,"DGRP-93",24,23,30
"starch",1,22,55017,"DGRP-100",26,21,30
"starch",1,23,28138,"DGRP-101",20,18,30
"starch",9,24,28139,"DGRP-105",28,26,30
"starch",2,25,28140,"DGRP-109",17,16,30
"starch",1,26,28141,"DGRP-129",26,22,30
"starch",1,27,28142,"DGRP-136",15,14,30
"starch",10,28,28143,"DGRP-138",29,27,30
"starch",1,29,28144,"DGRP-142",22,22,30
"starch",3,30,28145,"DGRP-149",26,21,30
"starch",3,31,28146,"DGRP-153",24,17,30
"starch",20,32,28147,"DGRP-158",27,23,30
"starch",9,33,28148,"DGRP-161",27,26,30
"starch",3,34,28149,"DGRP-176",28,20,30
"starch",14,35,28150,"DGRP-177",29,27,30
"starch",3,36,28151,"DGRP-181",28,22,30
"starch",3,37,28152,"DGRP-189",28,27,30
"starch",3,38,28153,"DGRP-195",27,27,30
"starch",3,39,25174,"DGRP-208",30,29,30
"starch",3,40,28154,"DGRP-217",29,28,30
"starch",10,41,28155,"DGRP-223",27,21,30
"starch",20,42,28156,"DGRP-227",24,2,30
"starch",20,43,28157,"DGRP-228",24,24,30
"starch",5,44,29653,"DGRP-229",25,0,30
"starch",10,45,28275,"DGRP-235",30,30,30
"starch",5,46,28160,"DGRP-237",15,14,30
"starch",2,47,28161,"DGRP-239",26,21,30
"starch",14,48,28162,"DGRP-256",28,24,30
"starch",11,49,28164,"DGRP-280",29,28,30
"starch",20,50,28165,"DGRP-287",28,27,30
"starch",10,51,25175,"DGRP-301",24,13,30
"starch",10,52,25176,"DGRP-303",28,28,30
"starch",16,53,25177,"DGRP-304",29,29,30
"starch",5,54,37525,"DGRP-306",28,28,30
"starch",5,55,25179,"DGRP-307",27,26,30
"starch",5,56,28166,"DGRP-309",25,25,30
"starch",21,57,28276,"DGRP-310",17,15,30
"starch",5,58,25180,"DGRP-313",28,27,30
"starch",4,60,28167,"DGRP-317",22,22,30
"starch",4,61,28168,"DGRP-318",30,25,30
"starch",4,62,55018,"DGRP-319",30,30,30
"starch",4,63,29654,"DGRP-320",29,28,30
"starch",4,64,29655,"DGRP-321",20,18,30
"starch",4,65,25182,"DGRP-324",29,28,30
"starch",11,66,28171,"DGRP-332",28,28,30
"starch",22,67,25183,"DGRP-335",28,27,30
"starch",4,68,28172,"DGRP-336",21,16,30
"starch",4,69,28173,"DGRP-338",29,13,30
"starch",4,70,28174,"DGRP-340",30,30,30
"starch",10,71,55019,"DGRP-348",15,12,30
"starch",10,72,28176,"DGRP-350",30,27,30
"starch",10,73,28177,"DGRP-352",30,29,30
"starch",10,74,55020,"DGRP-354",29,26,30
"starch",13,75,55038,"DGRP-355",24,22,30
"starch",20,76,28178,"DGRP-356",28,26,30
"starch",14,77,25184,"DGRP-357",28,28,30
"starch",12,78,25185,"DGRP-358",21,20,30
"starch",13,79,28179,"DGRP-359",29,23,30
"starch",12,80,25186,"DGRP-360",30,26,30
"starch",13,81,28180,"DGRP-361",28,21,30
"starch",9,82,25187,"DGRP-362",17,16,30
"starch",7,83,25445,"DGRP-365",29,22,30
"starch",19,84,28181,"DGRP-367",25,23,30
"starch",11,85,28182,"DGRP-370",30,30,30
"starch",16,86,28183,"DGRP-371",30,30,30
"starch",13,87,28184,"DGRP-373",18,13,30
"starch",12,88,28185,"DGRP-374",30,27,30
"starch",7,89,25188,"DGRP-375",26,20,30
"starch",11,90,28186,"DGRP-377",25,20,30
"starch",9,91,25189,"DGRP-379",24,21,30
"starch",14,92,25190,"DGRP-380",29,29,30
"starch",14,93,28188,"DGRP-381",24,20,30
"starch",7,94,28189,"DGRP-382",29,29,30
"starch",20,95,28190,"DGRP-383",19,18,30
"starch",14,96,28191,"DGRP-385",29,29,30
"starch",14,97,28192,"DGRP-386",29,27,30
"starch",7,98,55021,"DGRP-390",29,28,30
"starch",15,99,25191,"DGRP-391",27,24,30
"starch",14,100,28194,"DGRP-392",28,28,30
"starch",7,101,55022,"DGRP-395",30,30,30
"starch",9,102,55023,"DGRP-397",26,24,30
"starch",7,103,25192,"DGRP-399",29,28,30
"starch",14,104,29656,"DGRP-405",30,29,30
"starch",15,105,29657,"DGRP-406",29,27,30
"starch",16,106,28278,"DGRP-409",28,26,30
"starch",6,107,28196,"DGRP-426",20,20,30
"starch",6,108,25193,"DGRP-427",30,30,30
"starch",6,109,25194,"DGRP-437",27,27,30
"starch",16,110,29658,"DGRP-439",30,25,30
"starch",16,111,28197,"DGRP-440",28,25,30
"starch",6,112,28198,"DGRP-441",25,23,30
"starch",15,113,28199,"DGRP-443",24,24,30
"starch",16,114,28200,"DGRP-461",30,26,30
"starch",21,115,25195,"DGRP-486",21,19,30
"starch",6,116,28202,"DGRP-491",28,26,30
"starch",9,117,28203,"DGRP-492",30,27,30
"starch",15,118,28204,"DGRP-502",30,29,30
"starch",20,119,55024,"DGRP-505",21,19,30
"starch",16,120,28205,"DGRP-508",30,26,30
"starch",6,121,28206,"DGRP-509",30,30,30
"starch",6,122,29659,"DGRP-513",26,26,30
"starch",6,123,25197,"DGRP-517",28,27,30
"starch",12,124,55025,"DGRP-528",25,19,30
"starch",6,125,29660,"DGRP-530",26,26,30
"starch",21,126,28207,"DGRP-531",29,24,30
"starch",6,127,28208,"DGRP-535",30,30,30
"starch",7,128,55026,"DGRP-551",28,26,30
"starch",7,129,25198,"DGRP-555",25,22,30
"starch",12,130,55027,"DGRP-559",29,23,30
"starch",7,131,28211,"DGRP-563",28,28,30
"starch",20,132,55028,"DGRP-566",7,6,30
"starch",15,133,28212,"DGRP-584",28,27,30
"starch",15,134,28213,"DGRP-589",30,25,30
"starch",16,135,28215,"DGRP-595",27,27,30
"starch",17,136,55029,"DGRP-596",23,19,30
"starch",7,137,55030,"DGRP-627",30,29,30
"starch",15,138,55031,"DGRP-630",30,29,30
"starch",15,139,55032,"DGRP-634",27,27,30
"starch",21,140,25199,"DGRP-639",7,7,30
"starch",22,141,28217,"DGRP-646",21,19,30
"starch",17,142,28218,"DGRP-703",30,30,30
"starch",17,143,25744,"DGRP-705",27,26,30
"starch",17,144,25200,"DGRP-707",30,29,30
"starch",19,145,25201,"DGRP-712",28,23,30
"starch",12,146,25745,"DGRP-714",29,26,30
"starch",11,147,28219,"DGRP-716",27,21,30
"starch",18,148,28220,"DGRP-721",17,13,30
"starch",21,149,28221,"DGRP-727",26,23,30
"starch",9,151,25203,"DGRP-732",28,26,30
"starch",17,152,28222,"DGRP-737",30,30,30
"starch",22,153,28223,"DGRP-738",16,16,30
"starch",17,154,28224,"DGRP-748",30,29,30
"starch",19,155,28226,"DGRP-757",25,25,30
"starch",20,156,28227,"DGRP-761",29,28,30
"starch",17,157,25204,"DGRP-765",30,25,30
"starch",11,158,25205,"DGRP-774",29,29,30
"starch",11,159,28229,"DGRP-776",30,30,30
"starch",12,160,28230,"DGRP-783",27,24,30
"starch",12,161,25206,"DGRP-786",29,27,30
"starch",11,162,28231,"DGRP-787",30,29,30
"starch",19,163,28232,"DGRP-790",27,21,30
"starch",17,164,28233,"DGRP-796",30,29,30
"starch",13,165,25207,"DGRP-799",28,28,30
"starch",11,166,28234,"DGRP-801",30,25,30
"starch",12,167,28235,"DGRP-802",28,25,30
"starch",15,168,28236,"DGRP-804",24,1,30
"starch",22,169,28237,"DGRP-805",NA,NA,30
"starch",17,170,28238,"DGRP-808",30,27,30
"starch",17,171,28239,"DGRP-810",29,28,30
"starch",15,172,28240,"DGRP-812",26,13,30
"starch",17,173,28241,"DGRP-818",30,30,30
"starch",13,174,28242,"DGRP-819",30,29,30
"starch",11,175,25208,"DGRP-820",30,29,30
"starch",8,176,28243,"DGRP-821",25,19,30
"starch",19,177,28244,"DGRP-822",10,9,30
"starch",21,178,28245,"DGRP-832",30,28,30
"starch",8,180,28247,"DGRP-843",27,26,30
"starch",18,181,28248,"DGRP-849",26,20,30
"starch",19,182,28249,"DGRP-850",30,19,30
"starch",8,183,25209,"DGRP-852",25,24,30
"starch",18,184,28250,"DGRP-853",28,27,30
"starch",18,185,28251,"DGRP-855",28,27,30
"starch",19,186,28252,"DGRP-857",20,13,30
"starch",8,187,25210,"DGRP-859",29,28,30
"starch",18,188,28253,"DGRP-861",27,27,30
"starch",19,189,28254,"DGRP-879",28,25,30
"starch",18,190,28255,"DGRP-882",27,22,30
"starch",19,192,28279,"DGRP-887",3,3,30
"starch",8,193,28257,"DGRP-890",28,25,30
"starch",8,194,28258,"DGRP-892",30,27,30
"starch",8,196,28260,"DGRP-897",26,25,30
"starch",8,197,28261,"DGRP-900",29,24,30
"starch",8,198,28262,"DGRP-907",30,26,30
"starch",8,199,28263,"DGRP-908",30,30,30
"starch",18,200,28264,"DGRP-911",28,22,30
"starch",18,201,28265,"DGRP-913",23,23,30
